scenario,n,rep,Khat,Z,scaled_exp,c_oracle,c_feasible,cover_oracle95,median_above_oracle,cover_feasible95,median_above_feasible
endpoint_baseline,10000,178,0.9996222430563585,3.7775694364150514,0.2126240241821403,0.05609412038264014,0.053861577603603154,True,True,True,True
endpoint_baseline,10000,179,0.999331633477822,6.683665221780544,0.3761963399115811,0.056599703940152964,,True,True,,
endpoint_baseline,10000,180,0.9986715002912804,13.284997087196215,0.7477584699563715,0.055703483715229665,0.05206270745685462,True,False,True,True
endpoint_baseline,10000,181,0.9999644867622959,0.3551323770412118,0.019988957554551524,0.05657642177987715,,True,True,,
endpoint_baseline,10000,182,0.99911182130982,8.88178690179986,0.4999196718356279,0.055965848672952664,0.055091558248553524,True,True,True,True
endpoint_baseline,10000,183,0.9998177230702564,1.8227692974359666,0.10259627247098076,0.05665626657555476,,True,True,,
endpoint_baseline,10000,184,0.9994819139848292,5.180860151707822,0.29160955284157963,0.05603467772651924,0.05516776784759303,True,True,True,True
endpoint_baseline,10000,185,0.9998258932105276,1.7410678947238356,0.09799763270581345,0.056585310929024496,,True,True,,
endpoint_baseline,10000,186,0.9990795014273494,9.20498572650641,0.5181112195693635,0.05617762913140915,0.0548456485634502,True,True,True,True
endpoint_baseline,10000,187,0.9996843404267854,3.1565957321455507,0.1776719392144122,0.05595385758897437,,True,True,,
endpoint_baseline,10000,188,0.9984928108411174,15.071891588825936,0.8483354960364043,0.05664290941317925,0.05917315561297452,True,False,True,False
endpoint_baseline,10000,189,0.99904037617673,9.596238232699728,0.5401332323313892,0.05652076726398841,,True,True,,
endpoint_baseline,10000,190,0.998554509526109,14.454904738909757,0.8136078148898899,0.055692484259540355,0.05185243492833153,True,False,True,False
endpoint_baseline,10000,191,0.9993732498087173,6.267501912826656,0.35277219934814374,0.05664255980031093,,True,True,,
endpoint_baseline,10000,192,0.9967899408337126,32.1005916628736,1.806811785428139,0.056125276901321484,0.057017771896864834,True,False,True,False
endpoint_baseline,10000,193,0.9992724852189836,7.275147810164029,0.4094884898753725,0.05621948876544387,,True,True,,
